venue,event_id,location,region,gender,rank,name,nationality,age_group,finish_time,finish_seconds
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,35,"Costello, JK",USA,40-44,01:07:15,4035
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,36,"Heidepriem, Ethan",USA,25-29,01:07:20,4040
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,37,"Jones, Bobby",USA,30-34,01:07:23,4043
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,38,"Minnaert, Alex",USA,35-39,01:07:24,4044
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,39,"Clegg, Connor",USA,30-34,01:07:32,4052
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,4,"Najih, Hamza",MAR,16-24,01:00:50,3650
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,40,"Silverman, Andrew",USA,16-24,01:07:43,4063
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,41,"Haferkorn, Kenny",USA,30-34,01:07:44,4064
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,42,"Barros, Carlos",COL,25-29,01:07:47,4067
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,43,"Berillo, Kyle",USA,35-39,01:07:57,4077
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,44,"Librizzi, Nate",USA,25-29,01:08:21,4101
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,45,"Gathers, Andre",USA,25-29,01:08:32,4112
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,46,"Robidoux, Francis",CAN,25-29,01:08:33,4113
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,47,"Snitker, Derek",USA,35-39,01:08:35,4115
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,48,"Olenchek, Steve",USA,35-39,01:08:39,4119
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,49,"Adams, Evan",USA,30-34,01:08:42,4122
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,5,"Sweeney, Derrik",USA,30-34,01:01:21,3681
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,50,"Hamzeh, Matt",USA,30-34,01:08:47,4127
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,51,"Fuhrman, Jamie",USA,25-29,01:08:54,4134
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,52,"Bowles, Ted",USA,55-59,01:08:59,4139
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,53,"Boulos, Michael",USA,30-34,01:09:00,4140
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,54,"Geffert, Sean",USA,30-34,01:09:01,4141
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,55,"Horan, Diarmuid",IRL,35-39,01:09:04,4144
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,56,"Quiniou, Robin",CAN,35-39,01:09:07,4147
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,57,"Wilkins, Mitch",USA,30-34,01:09:14,4154
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,58,"Kottler, Charlie",USA,25-29,01:09:20,4160
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,59,"Nwaelele, Chibuzor",USA,30-34,01:09:34,4174
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,6,"Rosinski, Steve",USA,40-44,01:01:44,3704
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,60,"Singleton, Nick",USA,25-29,01:09:36,4176
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,61,"Yudt, Jerry",USA,35-39,01:09:37,4177
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,62,"VanKerkhoff, Todd",USA,35-39,01:09:37,4177
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,63,"Billing, Rory",USA,35-39,01:09:38,4178
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,64,"Friedlander, Eric",USA,25-29,01:09:40,4180
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,65,"Yandle, Christopher",USA,35-39,01:09:41,4181
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,66,"Ryan, Aaron",IRL,25-29,01:09:53,4193
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,67,"Roy, Cameron",USA,30-34,01:09:54,4194
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,68,"Rojas, Alejandro",VEN,35-39,01:09:55,4195
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,69,"Raftery, Drake",USA,25-29,01:09:55,4195
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,7,"Wenzel, Lucas",USA,25-29,01:02:39,3759
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,70,"Mann, Jack",USA,30-34,01:09:59,4199
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,71,"Radin, Joshua",USA,40-44,01:10:03,4203
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,72,"Kennedy, Kendrick",GER,35-39,01:10:05,4205
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,73,"Shanken, Ross",USA,35-39,01:10:06,4206
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,74,"Markett, Anthony",USA,16-24,01:10:08,4208
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,75,"Buott, Chris",CAN,40-44,01:10:09,4209
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,76,"Oshinski, Philip",USA,35-39,01:10:13,4213
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,77,"Clarke, Mike",USA,35-39,01:10:16,4216
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,78,"Hickok, Chris",USA,40-44,01:10:19,4219
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,79,"Leckner, Jack",USA,25-29,01:10:24,4224
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,8,"Nebel, Matthew",USA,30-34,01:03:06,3786
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,80,"Frye, Dylan",USA,16-24,01:10:25,4225
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,81,"Bouback, Matt",USA,50-54,01:10:27,4227
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,82,"Okarski, Jacob",USA,25-29,01:10:31,4231
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,83,"Kamens, Dalton",USA,30-34,01:10:32,4232
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,84,"Harris, Christian",USA,35-39,01:10:32,4232
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,85,"Comeau, Samuel",CAN,30-34,01:10:45,4245
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,86,"McConkey, Avery",USA,16-24,01:10:51,4251
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,87,"Saunders, Bishop",USA,25-29,01:10:57,4257
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,88,"Contreras, Ricardo",MEX,25-29,01:10:57,4257
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,89,"Buttermore, John",USA,45-49,01:11:05,4265
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,9,"Bryant, Parker",USA,25-29,01:03:30,3810
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,90,"Pouttu, Cody",USA,30-34,01:11:16,4276
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,91,"Dedoes, Mike",USA,40-44,01:11:18,4278
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,92,"Rovito, Jacob",USA,16-24,01:11:22,4282
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,93,"Kaszynski, Chris",USA,16-24,01:11:23,4283
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,94,"Ng, Donald",USA,30-34,01:11:23,4283
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,95,"Link, Matthew",USA,30-34,01:11:32,4292
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,96,"Grogan, Tim",USA,35-39,01:11:35,4295
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,97,"Epale, Julien",FRA,25-29,01:11:37,4297
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,98,"Thompson, Brandon",USA,40-44,01:11:40,4300
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,M,99,"Kostenzer, Anton",AUT,30-34,01:11:44,4304
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,1,"Duke, Katie",USA,35-39,01:02:41,3761
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,10,"Van Vlierbergen, Lauren",USA,25-29,01:07:42,4062
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,100,"Vesterinen, Heidi",FIN,45-49,01:16:57,4617
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,11,"Chandler, Cam-Ranh",USA,35-39,01:07:48,4068
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,12,"Johnson, Hanna",USA,25-29,01:07:49,4069
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,13,"Rooke, Lisa",CAN,30-34,01:07:52,4072
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,14,"Hendrickson, Kelsey",USA,35-39,01:07:53,4073
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,15,"Stocklmeir, Kim",USA,40-44,01:07:58,4078
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,16,"Cooley, Valerie",USA,45-49,01:08:19,4099
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,17,"Kaminski, Alexandra",USA,25-29,01:08:31,4111
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,18,"Waller, Kalyn",USA,35-39,01:08:45,4125
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,19,"Raftery, Wendy",USA,25-29,01:08:57,4137
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,2,"Sachtleben, Bethany",USA,30-34,01:05:03,3903
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,20,"Burtch, Audra",USA,30-34,01:09:03,4143
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,21,"McIlroy, Madeleine",USA,16-24,01:09:21,4161
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,22,"Sparks, Madi",USA,16-24,01:09:34,4174
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,23,"Lee, Vesna",USA,35-39,01:09:44,4184
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,24,"Ellis, Johnna",USA,30-34,01:09:48,4188
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,25,"De Lucas, Yesica",ESP,25-29,01:10:04,4204
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,26,"Hoehn, Katie",USA,35-39,01:10:13,4213
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,27,"Kim, Mikang",USA,30-34,01:10:32,4232
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,28,"Delia, Catie",USA,30-34,01:11:00,4260
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,29,"Morris, Olivia",USA,25-29,01:11:01,4261
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,3,"Cummins, Jordyn",USA,30-34,01:06:35,3995
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,30,"Burda, Courtney",USA,35-39,01:11:03,4263
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,31,"Whitcomb, Kathryn",USA,30-34,01:11:08,4268
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,32,"Rezac, Taylor",USA,25-29,01:11:16,4276
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,33,"Dierikx, Kelsey",USA,30-34,01:11:20,4280
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,34,"Berger, Sydney",USA,30-34,01:11:22,4282
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,35,"Genova, Erin",USA,45-49,01:11:23,4283
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,36,"Munoz-Ellmann, Jackie",USA,40-44,01:11:30,4290
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,37,"McNamara, Kaitlyn",USA,16-24,01:11:38,4298
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,38,"Berks, Teryn",USA,16-24,01:11:41,4301
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,39,"Viteretti, Amanda",USA,30-34,01:11:42,4302
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,4,"Agostinelli, Chloe",USA,25-29,01:06:46,4006
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,40,"Robinson, Linda",USA,16-24,01:12:00,4320
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,41,"Gipe, Jessie",USA,35-39,01:12:01,4321
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,42,"Franko, Sydney",USA,30-34,01:12:17,4337
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,43,"GINSKI, AMANDA",USA,35-39,01:12:29,4349
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,44,"Nowlin, Jenna",USA,35-39,01:12:33,4353
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,45,"Sedjo, Lydia",USA,25-29,01:12:38,4358
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,46,"Woods, Hannah-Grace",USA,25-29,01:12:42,4362
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,47,"Durastanti, Ashley",USA,16-24,01:13:24,4404
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,48,"Shabaz, Sophie",USA,16-24,01:13:26,4406
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,49,"Paul, Peyton",USA,25-29,01:13:35,4415
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,5,"Dennes, Jill",USA,30-34,01:06:48,4008
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,50,"Mussay, Madeline",USA,16-24,01:13:36,4416
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,51,"Woods, Carmen",USA,35-39,01:13:40,4420
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,52,"Horman, Lindsay",USA,35-39,01:13:44,4424
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,53,"Smith, Francesca",USA,30-34,01:13:45,4425
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,54,"Pagan, Claire",USA,40-44,01:13:56,4436
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,55,"Barlow, Adriana",USA,25-29,01:14:02,4442
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,56,"Douglas, Megan",USA,30-34,01:14:03,4443
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,57,"Bates, Erin",USA,35-39,01:14:07,4447
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,58,"Rebosio, Gianna",USA,25-29,01:14:15,4455
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,59,"Mergener, Emily",USA,25-29,01:14:16,4456
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,6,"Opeikun, Dana",USA,30-34,01:06:48,4008
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,60,"Schwantes, Sydney",USA,25-29,01:14:17,4457
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,61,"Smith, Kourtney",USA,25-29,01:14:19,4459
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,62,"Williams, Amber",USA,35-39,01:14:20,4460
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,63,"Summers, Amanda",USA,30-34,01:14:22,4462
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,64,"Blagg, Gwen",USA,40-44,01:14:23,4463
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,65,"Leggett, Jessica",USA,35-39,01:14:33,4473
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,66,"Inglis, Antoinette",AUS,25-29,01:14:52,4492
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,67,"Wagner, Bridget",USA,25-29,01:14:54,4494
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,68,"Pozdol, Melanie",USA,35-39,01:14:55,4495
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,69,"Cardwell, Shari",USA,45-49,01:15:20,4520
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,7,"MacNeill, Steph",CAN,35-39,01:07:14,4034
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,70,"VanTuinen, Hannah",USA,16-24,01:15:25,4525
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,71,"Frazier, Meredith",USA,30-34,01:15:29,4529
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,72,"OConnor, Brittany",USA,35-39,01:15:31,4531
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,73,"Custer, Whitney",USA,40-44,01:15:32,4532
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,74,"Lodico, Kate",USA,30-34,01:15:37,4537
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,75,"Killian, Alyssa",USA,35-39,01:15:38,4538
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,76,"Bernardes, Alexis",CAN,16-24,01:15:39,4539
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,77,"Constantino, Jazmine",USA,30-34,01:15:42,4542
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,78,"Cipriano, Kelly",USA,30-34,01:15:59,4559
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,79,"Ahalt, Claire",USA,30-34,01:16:04,4564
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,8,"Strong, Kylie",USA,25-29,01:07:25,4045
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,80,"Lowery, Sasha",USA,25-29,01:16:06,4566
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,81,"Pastko, Julie",USA,40-44,01:16:09,4569
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,82,"Scherer, Sydney",USA,25-29,01:16:10,4570
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,83,"Edwards, Sarah",USA,25-29,01:16:19,4579
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,84,"Mueller, Lisa",USA,40-44,01:16:20,4580
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,85,"Ng, Megan",USA,25-29,01:16:21,4581
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,86,"Ryan, Karli",USA,16-24,01:16:21,4581
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,87,"Burns, Laura",USA,30-34,01:16:23,4583
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,88,"Difini, Gisela",BRA,25-29,01:16:24,4584
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,89,"Johnson, Francesca",USA,30-34,01:16:25,4585
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,9,"Jamerino, Melissa",USA,40-44,01:07:34,4054
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,90,"Itani, Anaïs",FRA,16-24,01:16:26,4586
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,91,"Brunori, Kate",USA,30-34,01:16:29,4589
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,92,"Ventura, Stephanie",HON,25-29,01:16:32,4592
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,93,"Tirch, Ella",USA,16-24,01:16:36,4596
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,94,"Sullivan, Lana",CAN,40-44,01:16:36,4596
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,95,"Williamson, Brittanie",USA,35-39,01:16:38,4598
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,96,"Kerley, Lindsey",USA,35-39,01:16:48,4608
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,97,"Ayres, Leah",USA,35-39,01:16:48,4608
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,98,"Hiestand, Jess",USA,30-34,01:16:49,4609
Chicago 2025,H_Chicago25_OVERALL,"Chicago, IL, USA",North America,W,99,"Boulier, Sarena",USA,45-49,01:16:55,4615
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,1,"Parker, Lucas",GBR,16-24,00:55:08,3308
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,10,"Beattie, Ryan",GBR,35-39,00:57:43,3463
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,100,"Mcmahon, Kevin",IRL,35-39,01:03:59,3839
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,11,"Fahey, Andrew",AUS,40-44,00:58:18,3498
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,12,"Nolan, Rory",IRL,16-24,00:58:33,3513
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,13,"Pettigrew, Gary",GBR,30-34,00:58:35,3515
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,14,"Möller, Felix",AUT,16-24,00:58:54,3534
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,15,"Bassett, Aaron",IRL,30-34,00:59:19,3559
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,16,"Mulholland, Lloyd",GBR,30-34,00:59:27,3567
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,17,"Millar, Christopher",GBR,40-44,00:59:30,3570
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,18,"Maguire, Conor",IRL,16-24,00:59:37,3577
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,19,"Penton, Jamie",GBR,30-34,00:59:40,3580
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,2,"Woodman, Aaron",IRL,40-44,00:56:17,3377
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,20,"Harkin, Colin",IRL,35-39,00:59:44,3584
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,21,"Deacon, Dan",GBR,40-44,00:59:50,3590
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,22,"Carmody, Mike",IRL,35-39,00:59:56,3596
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,23,"Dooley, Paul",IRL,35-39,00:59:56,3596
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,24,"Hendry, David",GBR,35-39,01:00:00,3600
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,25,"Bourne, Andrew",GBR,30-34,01:00:01,3601
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,26,"Hudson, Jay",SCO,25-29,01:00:02,3602
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,27,"Rushe, Paul",IRL,45-49,01:00:02,3602
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,28,"Mc Kenna, Michael",IRL,25-29,01:00:03,3603
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,29,"Lynch, Stephen",IRL,40-44,01:00:21,3621
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,3,"Magill, Connor",IRL,40-44,00:56:27,3387
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,30,"Aleksandrovic, Nikita",IRL,16-24,01:00:21,3621
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,31,"Delavari, Kyle",IRL,35-39,01:00:23,3623
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,32,"Brooke, Sam",GBR,25-29,01:00:26,3626
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,33,"Mcnamee, Bryan",IRL,25-29,01:00:44,3644
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,34,"Mccann, Michael",IRL,16-24,01:00:48,3648
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,35,"Trannent, Mikey",GBR,35-39,01:00:50,3650
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,36,"Plunkett, Daire",IRL,35-39,01:00:50,3650
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,37,"Currie, John",GBR,30-34,01:00:53,3653
Dublin 2025,H_Dublin25_OVERALL,"Dublin, Ireland",Europe,M,38,"O' Reilly, Stephen",IRL,30-34,01:00:58,3658
